,Description,Link
140,"Operations - Project Management
Shopee Ho Chi Minh City, Ho Chi Minh City, Vietnam
1 week ago Be among the first 25 applicants
See who Shopee has hired for this role
Apply on company website
Save
Job Description
Assist with data analysis of seller communication channel performance, including online traffic, awareness, engagement, conversion rates, etc.
Evaluate business metrics, deliver effective presentations of findings and recommendations (through dashboard, reports), create a visual display of quantitative information
Effectively communicate solutions and analysis results to channel owners to improve future marketing strategies
Work with functional stakeholders to lead and drive projects that enhance seller communication efficiency and internal working process
Assist team leader in other tasks assigned

Requirements
Experienced in data analysis, data visualization
Proficient in Excel & Powerpoint
Experienced in project coordination and problem-solving
Good communication (written and verbal communication) skill, positive attitude and willingness to learn
Have knowledge/ experience in social communication and e-commerce industry is a plus
Attention to details, logical and data-driven
Show less
Seniority level
Associate
Employment type
Full-time
Job function
Project Management and Information Technology
Industries
Internet Publishing
Referrals increase your chances of interviewing at Shopee by 2x
See who you know
Turn on job alerts
Project Management Specialist in Ho Chi Minh City, Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/operations-project-management-at-shopee-2698740224?refId=cDiPiTm6lRP5N5fbA8ayLA%3D%3D&trackingId=i1KhY3Rvm15p1ARobWn%2FIw%3D%3D&position=11&pageNum=4&trk=public_jobs_jserp-result_search-card
141,"Consulting Analyst - VN
Deloitte Ho Chi Minh City, Ho Chi Minh City, Vietnam
3 weeks ago 48 applicants
See who Deloitte has hired for this role
Apply on company website
Save
At Deloitte, we offer a unique and exceptional career experience to inspire and empower talents like you to make an impact that matters for our clientsDate: 06-Nov-2021

Type of Employment: Fixed Term Employment Contract Full Time

City: Ho Chi Minh City

At Deloitte, we offer a unique and exceptional career experience to inspire and empower talent like you to make an impact that matters for our clients, people and community. Deloitte offers you a highly inclusive, collaborative workplace and unrivalled opportunities to realize your full potential. We are always looking for people with the relentless energy to push themselves further, and to find new avenues and unique ways to reach our shared goals.

Work you will do

You will be part of our graduate program, working alongside with some of the best and brightest people anywhere, on behalf of many of the world’s most influential companies. You will be at the center of it all, performing primary and secondary research, data analysis and modelling to tackle complex business problems. In addition, you will contribute directly to the development of proposals, presentations and publications.

This program will allow you to develop core consulting skills and business acumen whilst gaining access to a wide scope of training and development activities. In addition, you will have an opportunity to work with like-minded people and gain exposure to a variety of projects within the chosen business area.

There are opportunities available across several our 5 portfolio offerings, alignment to specific offerings will be determined based on skill capabilities and relevant experience.
Strategy, Growth and Innovation
Core Business Operations
Customer & Marketing
Human Capital
Enterprise, Technology & Performance
Enough About Us, Let's Talk About You
Strong academic performance
Open to fresh graduates with no more than 2 years of working experience
Team player with effective interpersonal and communication skills
Demonstrated leadership and teamwork within or outside a work setting.
Exceptional problem-solving ability. Logical reasoning, creative thinking, comfort with numbers, and the ability to untangle complex issues.
Strong passion for consulting, ability to adapt and cope in a fast pace, challenging work hours and environment
Fluent verbal and written English
Willingness to work outside of the office base and most of all…
A sense of humour!
Next Steps

So what are you waiting for? Join the winning team now.

Due to the high volume of applications, we regret only shortlisted candidates will be notified.

Requisition ID: 58955

In Vietnam, the services are provided by Deloitte Vietnam Company Limited and other related entities in Vietnam (""Deloitte in Vietnam""), which are affiliates of Deloitte Southeast Asia Ltd. Deloitte Southeast Asia Ltd is a member firm of Deloitte Touche Tohmatsu Limited. Deloitte in Vietnam, which is within the Deloitte Network, is the entity that is providing this Website.
Show less
Seniority level
Associate
Employment type
Full-time
Job function
Business Development and Sales
Industries
IT Services and IT Consulting, Computer Software, and Management Consulting
Referrals increase your chances of interviewing at Deloitte by 2x
See who you know
Turn on job alerts
Consulting Analyst in Ho Chi Minh City, Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/consulting-analyst-vn-at-deloitte-2708687683?refId=cDiPiTm6lRP5N5fbA8ayLA%3D%3D&trackingId=vaxNJhbvd7yi2VqnBAyKaw%3D%3D&position=12&pageNum=4&trk=public_jobs_jserp-result_search-card
142,"[HN] Strategic Data Analyst
AhaMove Hanoi, Hanoi, Vietnam
1 month ago Be among the first 25 applicants
See who AhaMove has hired for this role
No longer accepting applications
Direct message the job poster from AhaMove
Ngo Kim Loan
Employer Branding & Employee Engagement Specialist
Responsibilities
Developing, managing and training end-users on automated reports, dashboards; this includes fixing coding errors and other data-related problems;
Mining data from various sources using analytical tools to analyze, identify business problems and support decision making;
Using business intelligence tools to interpret trends and patterns that could be beneficial for business uses;
Working with business teams to understand their data analysis needs; provide ad-hoc analysis when needed;
Exploring new ideas on how data should be analyzed and used.
Gains and opportunities
Opportunity to tackle and apply creativity in solving problems;
Ability to adapt fast-paced and demanding environments;
Ability to work with large data sets to support decision making;
Chances to take part in many interesting projects.
Requirements
Bachelor’s degree in Mathematics, Logistics, Computer Science or equivalent knowledge;
At least 1 year of experience as Data Analyst or equivalent roles;
Proficiency in SQL;
Ability to analyse large datasets and write comprehensive reports;
Strong verbal and written communication skills;
Analytical mind for problem-solving;
Actively innovative attitude; well-ordered method of working.
Benefits
Salary range: Up to 25M/month;
PVI insurance;
13th salary & performance pay;
Working 5 days/week;
Yearly performance review;
Regular team building events, happy hour,…
Sharp, motivated, creative and supportive colleagues in a fun office environment.
Address: 229 Tay Son street, Dong Da district, Ha Noi city.

Show less
Employment type
Full-time
Referrals increase your chances of interviewing at AhaMove by 2x
See who you know
Turn on job alerts
Data Analyst in Hanoi, Hanoi, Vietnam
",https://vn.linkedin.com/jobs/view/hn-strategic-data-analyst-at-ahamove-2752065611?refId=cDiPiTm6lRP5N5fbA8ayLA%3D%3D&trackingId=5b%2BU4sMduUbA5lGXjNVb7A%3D%3D&position=13&pageNum=4&trk=public_jobs_jserp-result_search-card
143,"Data Scientist (Analysis)
JAC Group Ho Chi Minh City, Ho Chi Minh City, Vietnam
3 weeks ago Be among the first 25 applicants
See who JAC Group has hired for this role
Apply on company website
Save
Company Overview

The company history and legacy started in 2016, as a subsidiary company of the Group in Japan. The company works to create valuable mobile content as well as services delivered through means of application and web for Japan market.

Company AI Labs' mission is to research and provide Values to our clients by deploying cutting-edge Artificial Intelligence solutions in real-world applications. Our focus areas are Healthcare, Weather, and AI for Business. Our teams use statistical, mathematical and ML approaches to make predictions to improve essential points in clients' workflows. As our Engineer, you will help us in developing and deploying AI Systems on the cloud with your software technical knowledge and server/cloud/Data Lake (Azure/AWS/GCP) experiences.

Looking for candidates with strong knowledge/experiences in Analysis (Senior Data Scientist) but any other fields of AI will be considered too.
Location: Tan Bind District, Ho Chi Minh City
Working time : 8:30 AM — 17:30PM; Mon — Fri

JOB RESPONSIBILITIES
Doing research and implementing Data Science techniques for solving the business problem. Collaborate with other team members for completing the assigned project
Programming Language for Data Science: Python
Cloud Environment: AWS, Microsoft Azure, Google Cloud Platform
Task/Code management Environment: Gitlab, Azure Devops, Miro
Communication: MS Teams, Slack (Video/Voice/Chat)
Data: Healthcare data, Sales Data, Radar Data, and other business data to use in projects

JOB REQUIREMENTS
Have strong experiences/knowledge related to Analysis skill.
Have a very good problem-solving skill
Have at least 4 years working hands on experiences in Industries as Data Scientist, R&D researcher
Have strong experiences for python coding
Have strong experiences to work on the Cloud (AWS or Azure or GCP etc.)
Have a lot of experience in understanding the business of projects
Have experiences with technical training for team members
Have strong experiences/knowledge with databases
Have strong experiences/knowledge with DNN, Machine Learning
Have strong experiences/knowledge with mathematics, statistics
Have experience working on AI related projects with some process
Must have experiences with Leading for project and team members. (Communication/Teamwork/Goal Setting)
Be fluent in English skills of speaking and listening for discussion and reporting
Have a great ambition and ability to study the most leading-edge research by yourself and apply them to your own development

Nice-to-have
Experiences/knowledge for Image Processing,OCR, Natural Language Processing(NLP), Algorithm Development etc.
Having some domain knowledge for some business fields


Benefits
05 working days/week (From Monday to Friday), applying flexible working hours
Lunch + Gasoline + Coffee Allowance
Health, Social and Unemployment Insurance (based on gross-based salary, according to Labor Code) and PVI Health Insurance
13th-month salary and Performance bonus
Annual salary review
Fitness & sports activities: football, table-soccer, badminton, yoga, etc.
And much more, join us and let yourself get new challenges!

Interview process : 3 rounds

Apply online or feel free to contact me directly for more information about this opportunity. Due to the high volume of applicants, we regret to inform that only shortlisted candidates will be notified. Thank you for your understanding.

#cityhcm

Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Engineering and Information Technology
Industries
Staffing and Recruiting
Referrals increase your chances of interviewing at JAC Group by 2x
See who you know
Turn on job alerts
Data Scientist in Ho Chi Minh City, Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/data-scientist-analysis-at-jac-group-2768093444?refId=cDiPiTm6lRP5N5fbA8ayLA%3D%3D&trackingId=In%2BnzAhM5%2FIgJjxjE5pqtQ%3D%3D&position=16&pageNum=4&trk=public_jobs_jserp-result_search-card
144,"Digital Performance - PMO
Shopee Ho Chi Minh City, Ho Chi Minh City, Vietnam
1 month ago Be among the first 25 applicants
See who Shopee has hired for this role
Apply on company website
Save
Job Description

Responsible for team project to accelerate either team process, workload efficiency and marketing budget, which included:
Proactively create and follow internal/ external projects with on-tracked timeline and outcomes delivery.
Align and negotiate with stakeholders for the relevant process build up.
Understand team's process and function for precise decision making and alignment.
Assist team's members to optimize their current process for workload minimization.
Develop relevant trackers and reports for particular projects.

Requirements:
Project Management competency.
Critical Thinking, Data Analysis, and fluent English are compulsory.
Good at Google Spreadsheets, Presentations and Document or equivalent.
Clear communication and expression.
Alignment and Negotiation skills are a big plus.
Graduated from University.
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Project Management and Information Technology
Industries
IT Services and IT Consulting, Marketing and Advertising, and Internet Publishing
Referrals increase your chances of interviewing at Shopee by 2x
See who you know
Turn on job alerts
Project Management ",https://vn.linkedin.com/jobs/view/digital-performance-pmo-at-shopee-2780596143?refId=cDiPiTm6lRP5N5fbA8ayLA%3D%3D&trackingId=ZAZaxyOCS3gnBcP%2FaI9LWQ%3D%3D&position=18&pageNum=4&trk=public_jobs_jserp-result_search-card
145,"Fresher
ELCA Vietnam Bình Thạnh, Ho Chi Minh City, Vietnam
3 weeks ago Be among the first 25 applicants
See who ELCA Vietnam has hired for this role
Apply Now
Save
Direct message the job poster from ELCA Vietnam
Tuyen Nguyen
Talent Acquisition Manager at ELCA Vietnam
Job Description
As a Fresher, you will:
Participate in developing innovative software following agile methodologies.
Involve in some parts or full software development life cycle.
Produce clean and efficient code based on specifications with established coding quality of the company.
Perform unit testing and other activities defined in assigned tasks.
Troubleshoot coding problems and devise solutions.
Your Skills and Experience
Bachelor degree in Information System / Information Technology / Computer Sciences.
Good understanding of object-oriented programming, data modelling.
Passionate about technology and software engineering.
Ability to work both independently and collaboratively.
Good English reading skills.
Pro-active attitude, keen to learn new technologies.

If you constantly look for new challenges and opportunities in your career and in your job, ELCA is your land
ĐỊA ĐIỂM LÀM V

Why You'll Love Working Here
Established in Vietnam since 1998 we guarantee:
Very attractive remuneration package
A professional work environment with young and motivated teams
Attractive career opportunities and personal development through training and coaching
A broad range of exciting projects using state of the art technologies and Agile methodologies
A flat hierarchy and a culture of collaboration across all disciplines
Modern workplace
Travel opportunities to Switzerland
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Engineering and Information Technology
Industries
IT Services and IT Consulting
Referrals increase your chances of interviewing at ELCA Vietnam by 2x
See who you know
Turn on job alerts
Student in Bình Thạnh, Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/fresher-at-elca-vietnam-2756953816?refId=TOmrE4GkeTfJtkHfaQOVFg%3D%3D&trackingId=Kfkvj5EbU1f2c1SyZKiVhw%3D%3D&position=1&pageNum=5&trk=public_jobs_jserp-result_search-card
146,"Data Manager
Fortna Hanoi, Hanoi, Vietnam
1 month ago Be among the first 25 applicants
No longer accepting applications
MÔ TẢ CÔNG VIỆC PRIMARY RESPONSIBILITIES INCLUDE:
Establish, socialize, and obtain the endorsement for Fortna’s data and analytic architecture, business capabilities, and services.
Define and design the Fortna Data Platform roadmap to ensure that quick wins can be balanced with strategic investment while reducing or minimizing the technical debt. Ensure the platform delivers business and customer value while also becoming more robust, secure, scalable and efficient.
Define the data privacy policy and the roadmap that meets regulatory and compliance obligations, such as GDPR and POPIA, and ensure the architecture is embedded with data privacy features.
Work with product owners to prioritize the data capabilities and services to align with business and product roadmaps YÊU CẦU CÔNG VIỆC DESIRED QUALIFICATIONS:
Result-oriented personality
Five plus years of managing data teams, including but not limited to data architects, data engineers, and data analysts
Proven capability managing data migrations between software products and custom apps
Ability to define the value of the data asset to the enterprise
Familiar with working in Linux environments using open source software tools
Experienced with conceptual, logical, and physical modeling, especially for rationalizing data objects
Experienced with Extract-Transform-Load (ETL), Extract-Load-Transform (ELT), and Discover-Access-Distill (DAD) processes
Experienced with big data tools such as Spark, Flink, NoSQL databases, and BI tools such as Superset
Experienced with Data Cloud Platform, such as Google Big Query
Experience with data management and data privacy
Strong negotiation and consensus-building abilities
Exceptional ability to communicate in a written, spoken or visual manner at all personnel levels
Ability to communicate conversationally in English
Ability to travel occasionally both domestically and internationally
Ability to perform essential functions of the job ***BENEFITS: Being an Associate of Fortna, you are offered:
Flexible working hours (5 working days/week) and no overtime
Competitive salary with annual review and performance bonus
100% official salary during the probation period; 13th-month salary ĐỊA ĐIỂM LÀM VIỆC Phạm Hùng, phường Mễ Trì, Từ Liêm, Hanoi, Vietnam
Show less
Seniority level
Not Applicable
Employment type
Full-time
Job function
Information Technology and Engineering
Turn on job alerts
Data Manager in Hanoi, Hanoi, Vietnam
",https://vn.linkedin.com/jobs/view/data-manager-at-fortna-2751011107?refId=TOmrE4GkeTfJtkHfaQOVFg%3D%3D&trackingId=WoM16VTiXD4s4yE71MgNEQ%3D%3D&position=4&pageNum=5&trk=public_jobs_jserp-result_search-card
147,"Shopee Express - Business Expansion
Shopee Ho Chi Minh City, Ho Chi Minh City, Vietnam
6 days ago Be among the first 25 applicants
See who Shopee has hired for this role
Apply on company website
Save
Job Description
Develop a deep understanding of delivery companies & actively identify operational issues
Analyse data and propose solutions, initiative, orientation to increase volume, expansion, Customer Experience
Assist in the planning and implementation of projects in Cross-function to ensure the projects are going in the right direction within the targeted timeline
Draw up the project plans, dependencies and communicate across the involved parties to align everyone across the scopes and timeline
Ensure that the project status, issues or changes made are communicated to both the internal and external stakeholders and documented appropriately
Benchmark with other delivery companies in Vietnam and global to initiate some new services, facilities to expand business

Requirements
1+ years of industry experience with proven business impact
Good knowledge in delivery service
Excellent communication with different stakeholders
Experience in project management or customer service is a plus
Experienced working with cross-functional teams to gather requirements and define the right metrics to describe the state of the business
Strong analytical thinking and ability to learn quickly with can-do attitude
Excellent written and verbal communication skills in English and Vietnamese to communicate with stakeholders from across the region
Self-starter with a strong sense of curiosity
Show less
Seniority level
Associate
Employment type
Full-time
Job function
Customer Service and Information Technology
Industries
Internet Publishing
Referrals increase your chances of interviewing at Shopee by 2x
See who you know
Turn on job alerts
Business Specialist in Ho Chi Minh City, Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/shopee-express-business-expansion-at-shopee-2698734764?refId=TOmrE4GkeTfJtkHfaQOVFg%3D%3D&trackingId=01umJG8zBo94e4HEWWl1cw%3D%3D&position=5&pageNum=5&trk=public_jobs_jserp-result_search-card
148,"Data Processing Team Leader
Grab Vietnam Ho Chi Minh City, Ho Chi Minh City, Vietnam
2 months ago Be among the first 25 applicants
Apply on company website
Save
Data Processing Team Lead Grab
Ho Chi Minh City, Ho Chi Minh City, Vietnam Data Processing Team Lead Get to know the team The Business Process Automation team is a longstanding team responsible for coding automation solutions for all countries and verticals across Grab Operations. We make an impact by reducing manual work, increasing connectivity between systems and making bespoke scripts to drive value across the Org. Our team is made up of a diverse team of data analysts, full stack engineers, problem solvers and innovators. If you are looking for exciting challenges, organizational wide impact and to be part of a highperforming team then we're the right place for you! Get to know the role We are looking for a Team Lead to manage one of our Data Processing Teams. We believe a successful candidate has problem solving, communication, leadership as well as advanced python programming skills, but if you believe you have what it takes then we'd love to hear from you either way. This role is required as we expand the team and continue to take on new opportunities. You will get to drive innovation, automation adoption and help your team members solve pressing problems across the organization. The Day-to-Day Activities
Manage one of two Data Processing Programming teams, ensure projects are delivered with good code quality, in a timely way, satisfying and/or exceeding requirements of stakeholders.
Continuously improve the BPA team core code quality while delivering on projects, help mentor and coach team members to problem solve & deliver automation projects.
Coordinate with the other team managers and Process Improvement team to ensure smooth delivery of projects, effectively, bug-free and timely.
Coordinate with external stakeholders to clarify requirements, set expectations and problem solve when issues come up.
Architect automation solutions with the other Team Leads and stakeholders to ensure operations automation needs are met.
Perform code review for team members to ensure quality releases under time constraints.
Investigate tools and processes and integrate them so that they can improve the reliability, stability and efficiency with which we release our apps and services.
Continuous improvement of the automation development and delivery process. The Must-Haves
Strong understanding of project management & development lifecycle
Strong understanding of data analytics, data processing and scripting.
Experience working with Python, R, MySQL, and other SQL languages.
Proficiency with Git.
Strong communication, interpersonal and stakeholder management skills.
Strong English (especially spoken English) is a must. Work Experience Requirements
5+ years experience in software development. Key Attributes / Skill Sets
Knowledge of and experience working with scripting languages such as Python, R, MySQL
Knowledge of deployment tools such as Git
Excellent communication and organizational skills
Detail oriented and thorough.
Keen and prudent judgment and decision making.
Ability to implement and execute change accordingly.
Experience collaborating with non-techical teams (e.g.Operations teams, Sales, etc.).
Ability to analyze data to assess trends and issues impacting performance.
Knowledgeable with office computing tools Microsoft ",https://vn.linkedin.com/jobs/view/data-processing-team-leader-at-grab-vietnam-2752618177?refId=TOmrE4GkeTfJtkHfaQOVFg%3D%3D&trackingId=mIHIFoFdhZdFLzAL5iUqyw%3D%3D&position=6&pageNum=5&trk=public_jobs_jserp-result_search-card
149,"Project Data Analyst
ShopeeFood Hanoi, Hanoi, Vietnam
1 month ago Be among the first 25 applicants
No longer accepting applications
Analyze data and generate insights to form new initiatives to improve current business processes. Work together with multiple stakeholders to roll out projects. Perform researches on competitors and other business aspects to suggest improvements. Propose initiative to improve Driver performance better efficiency. Follow up with PM team to keep track of project progress and deliverables.
Seniority level
Not Applicable
Employment type
Full-time
Job function
Information Technology
Industries
Consumer Services
Turn on job alerts
Data Analyst in Hanoi, Hanoi, Vietnam
",https://vn.linkedin.com/jobs/view/project-data-analyst-at-shopeefood-2773461264?refId=TOmrE4GkeTfJtkHfaQOVFg%3D%3D&trackingId=cEZ%2FxEvl3Z8r6r1aek8ALg%3D%3D&position=11&pageNum=5&trk=public_jobs_jserp-result_search-card
150,"Business Data Analyst
GeoGuard Ho Chi Minh City, Ho Chi Minh City, Vietnam
1 month ago Be among the first 25 applicants
See who GeoGuard has hired for this role
Apply on company website
Save
At GeoComply, our mission is to empower the future of digital trust . We operate at the center of a new generation of cybersecurity companies, leveraging today's geolocation data to make better risk-based decisions. Working as a critical piece of the security infrastructure for some of the world’s largest tech companies like DraftKings, FanDuel, the BBC, and Akamai , we are the global market leader for compliance-grade geolocation data and a critical piece of the decision engine. We have big plans in the next few years, including a targeted US IPO and various M&A opportunities.

At the heart of it all is people - we are deeply committed to creating and sustaining a world-class experience for our employees, customers, and partners.

We are looking for a Business Data Analyst to join our team in HCMC, Vietnam who will match our ambitions , and help us Better ourselves and achieve our goals.

The Business Data Analyst contributes to GeoComply’s success by developing reports for customers, providing them with intel regarding their users based on information and data gathered through the back office of our systems. This position reports the Business Data Analyst Lead on a day-to-day basis.

You are able to, and enjoy, working with multiple teams across locations, have good communication and interpersonal skills. You have experience working in short, agile, iterative development cycles and have a great passion for working in agile development process environments.

What You Will Be Doing
Utilize existing scripts/tools to acquire data from different sources and produce ad-hoc reports
Manually review test reports
Collaborate with internal teams to understand reporting requirements and derive key metrics
Ensure that reports are up to standard in terms of both data quality and presentation
Stay informed of database changes to ensure that reports are produced as expected
Contribute ideas towards team development
Apply team process in all tasks
Develop and maintain a thorough understanding of the company’s technologies, processes, and teams
About You
Bachelor’s degree in Management Information Systems, Mathematics, Statistics or related fields.
Proficiency in Microsoft Excel and/or Google Spreadsheet (using pivot tables, VLOOKUPs, etc.).
Demonstrated skills in analytical thinking, problem-solving, and attention to detail.
Demonstrated ability to manage time and prioritize projects to meet deadlines.
Experience with SQL.
Experience with data processing using a programming language.
Ability to work in small collaborative teams in a dynamic working environment
English language skills: fluent in reading and writing, comfortable with listening and speaking.
Collaborative and client-centric mindset.
At least 2 years of experience in related fields.
Let us share why we think you’d love working with us.
We have a track record of success and a vision and a plan for a promising future. GeoComply has close to 100% market share for player location regulatory compliance in the US gaming space. And we have fuelled that momentum with the expansion into new markets - media & entertainment and fintech.
We are proud of our values and we live them in all of our actions, conversations, and work. #Build it Better, #Build it Bigger, #Build it Right
We are proud to be part of a global team that develops award-winning solutions for some of the world’s largest and most innovative companies.
We will support you on your learning journey. We invest in employee career growth and development. Our learning & development commitment includes leadership and technical development, a substantial budget for education and training, as well as dedicated work hours for self-study.
We care about our team. Our GeoComply team is talented, has a bias for action, and is known for their positive attitude and energy. Team members are generously rewarded with competitive salaries, incentives, and a comprehensive benefits package.
We care about giving back to the communities in which we live and work. GeoComply supports a broad range of community initiatives through donations and employee volunteer activities.
We know that work can be fun. We take the time to create employee events and experiences where everyone can connect and celebrate.
Now What? Send us your resume and a cover letter. We Can’t Wait To Meet You.

At GeoComply, we live our value of building it right. Our workplace is built on mutual respect and inclusion. We know that diversity of experience and thought has led to connection, innovation, and our company’s success. We welcome applicants of all backgrounds, experiences, beliefs, and identities.

To learn more about us, visit http://www.geocomply.com/
Show less
Seniority level
Associate
Employment type
Full-time
Job function
Information Technology
Industries
IT Services and IT Consulting, Computer Software, and Financial Services
Referrals increase your chances of interviewing at GeoGuard by 2x
See who you know
Turn on job alerts
Business Data Analyst in Ho Chi Minh City, Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/business-data-analyst-at-geoguard-2777191053?refId=TOmrE4GkeTfJtkHfaQOVFg%3D%3D&trackingId=cOSRdXwkUuvJte%2BIdel8EQ%3D%3D&position=12&pageNum=5&trk=public_jobs_jserp-result_search-card
151,"Data Analyst - Strategic Projects (Based in HCMC)
Amanotes Ho Chi Minh City, Ho Chi Minh City, Vietnam
3 weeks ago Be among the first 25 applicants
See who Amanotes has hired for this role
Apply on company website
Save
Objectives
As an Amanotes’ data analyst for the Strategic Projects team, you will be leveraging hundreds of terabytes of data from 1.5 billion users to create real business values through practical data solutions. Providing insights for product change
What You Will Do
Extracting, manipulating and analyzing data to answer business questions using statistical techniques
Participating in business planning to identify opportunities for other data solutions
Generating data reports and insights based on problem statements
Create and maintain data documentation
Constructing dashboards to monitor business performance
Qualifications
Bachelor degree, preferably in quantitative field
1+ year of experience with data analysis at e-commerce, gaming, or any user centric industry.
Ability to use excel and SQL to extract and analyse data. Experience with BigQuery is a plus.
Ability to create and maintain dashboards on data visualisation platforms. Experience with Metabase in a plus.
Strong critical/logical/analytical thinking
Fast and proactive learning ability
Fluency in English
About Amanotes

We are Amanotes! A fast-growing startup in the music-tech industry. We seek to delight people with interactive music experiences. Since 2014, 30+ music games and mobile applications were published under our name with over 2 billions downloads worldwide and 120+ million monthly active users. In 2019, we were proudly listed as the #1 mobile apps publisher from Southeast Asia, the #1 music games publisher in the world, and one of the top 20 mobile apps publishers in the world across all categories.

If you love to work in a creative environment with music all around the corner, come join us!

Explore our products on Google Play and iOS App Store such as Magic Tiles 3, Dancing Ballz, and Tiles Hop.

How To Apply?

Click the button or contact us at talents@amanotes.com.
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Information Technology
Industries
IT Services and IT Consulting, Computer Software, and Internet Publishing
Referrals increase your chances of interviewing at Amanotes by 2x
See who you know
Turn on job alerts
Data Analyst in Ho Chi Minh City, Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/data-analyst-strategic-projects-based-in-hcmc-at-amanotes-2771307704?refId=TOmrE4GkeTfJtkHfaQOVFg%3D%3D&trackingId=wbAhCoyjANQC4QTAlcLLUQ%3D%3D&position=13&pageNum=5&trk=public_jobs_jserp-result_search-card
152,"Data Analysis và BI Reporting
Datvietvac Group Holdings Ho Chi Minh City, Ho Chi Minh City, Vietnam
4 weeks ago Be among the first 25 applicants
Apply on company website
Save
Mục Tiêu Chính
Chịu trách nhiệm quản lý, vận hành, xây dựng các Cơ sở dữ liệu, đảm bảo Cơ sở dữ liệu luôn sẳn sàng, thông suốt, bảo mật.- Đề xuất triển khai các giải pháp, công cụ, các chiến lược tối ưu việc lưu trữ và khai thác Cơ sở dữ liệu.- Chịu trách nhiệm quản lý, xây dựng, phát triển và vận hành kho dữ liệu.- Chịu trách nhiệm quản lý, xây dựng, phát triển các báo cáo BI.
Xây dựng và phát triển Data Warehouse:- Thiết kế mô hình dữ liệu, Data Mart tổ hợp. Phân tích chiều, thước đo:
Xây dựng và giám sát quy trình thu thập, làm sạch và chuẩn hóa dữ liệu bằng công cụ ETL.
Xây dựng và giám sát hệ thống CSDL môi trường UAT, GOLIVE.
Tổ chức và khai thác dữ liệu tổ hợp:- Xây dựng dữ liệu Master Data toàn Group.- Phân tích yêu cầu, phân tích hệ thống, thiết kế hệ thống, xây dựng luồng xử lý dữ liệu.- Tài liệu hóa yêu cầu nghiệp vụ, phân tích yêu cầu, phân tích hệ thống, đặc tả thiết kế, từ điển dữ liệu.
Xây dựng và phát triển báo cáo Business Intelligence:- Xây dựng và phát triển báo cáo phục vụ đội nghiệp vụ, giám đốc và ban quản trị bằng công cụ Business Intelligence khi có yêu cầu.- Quản trị báo cáo và phân quyền người dùng. 4. Đảm bảo hệ thống CSDL trong tổ hợp vận hành ổn định:- Giám sát, tối ưu hóa hiệu suất hệ thống CSDL.- Phân quyền hệ thống ứng dụng và người dùng khai thác dữ liệu đúng chức năng, nhiệm vụ.- Xây dựng cơ chế backup và dự phòng hệ thống CSDL, phục hồi dữ liệu khi có yêu cầu.- Đưa ra đề xuất những công nghệ mới
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Information Technology and Engineering
Turn on job alerts
Business Data Analyst in Ho Chi Minh City, Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/data-analysis-v%C3%A0-bi-reporting-at-datvietvac-group-holdings-2751007017?refId=TOmrE4GkeTfJtkHfaQOVFg%3D%3D&trackingId=MzjhYhdzs9a%2Fwu0VS%2BSCww%3D%3D&position=14&pageNum=5&trk=public_jobs_jserp-result_search-card
