,auto_id,ID,Date,Company,Title,Location,Link
5708,454,sDCFjBWhRrO/TOpy5VX1QA==,2021-10-20,Maru Group,Senior Research Manager,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/senior-research-manager-at-maru-group-2757406983?refId=5cE4p0ShYTphHE2pKNsCSQ%3D%3D&trackingId=sDCFjBWhRrO%2FTOpy5VX1QA%3D%3D&position=5&pageNum=18&trk=public_jobs_jserp-result_search-card
5709,455,xYMfmeTqunfhUej1gsVfNw==,2021-10-21,Mailchimp,"Designer, Performance","Vancouver, British Columbia, Canada",https://ca.linkedin.com/jobs/view/designer-performance-at-mailchimp-2758774336?refId=5cE4p0ShYTphHE2pKNsCSQ%3D%3D&trackingId=xYMfmeTqunfhUej1gsVfNw%3D%3D&position=6&pageNum=18&trk=public_jobs_jserp-result_search-card
5712,458,GQJholrv9BM36POT27KZaA==,2021-10-05,DOZR,Marketing Automation Specialist,Canada,https://ca.linkedin.com/jobs/view/marketing-automation-specialist-at-dozr-2738175363?refId=5cE4p0ShYTphHE2pKNsCSQ%3D%3D&trackingId=GQJholrv9BM36POT27KZaA%3D%3D&position=9&pageNum=18&trk=public_jobs_jserp-result_search-card
5714,460,2pxDaF3b9XuKz80XfwzUew==,2021-10-22,LifeScan,"US Senior Manager, Sales Effectiveness & Analytics",Canada,https://ca.linkedin.com/jobs/view/us-senior-manager-sales-effectiveness-analytics-at-lifescan-2664015803?refId=5cE4p0ShYTphHE2pKNsCSQ%3D%3D&trackingId=2pxDaF3b9XuKz80XfwzUew%3D%3D&position=11&pageNum=18&trk=public_jobs_jserp-result_search-card
5715,461,+Ai/58lCAD77AAMWe1M+iQ==,2021-10-24,Limeade,Software Developer - Front End (Data Visualization / Reporting),"Ottawa, Ontario, Canada",https://ca.linkedin.com/jobs/view/software-developer-front-end-data-visualization-reporting-at-limeade-2594384415?refId=5cE4p0ShYTphHE2pKNsCSQ%3D%3D&trackingId=%2BAi%2F58lCAD77AAMWe1M%2BiQ%3D%3D&position=12&pageNum=18&trk=public_jobs_jserp-result_search-card
5716,462,y7ATnuz87SL8QIyR0Q8RjA==,2021-10-12,IZEA,"Growth Product Manager, Shake","Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/growth-product-manager-shake-at-izea-2753579330?refId=5cE4p0ShYTphHE2pKNsCSQ%3D%3D&trackingId=y7ATnuz87SL8QIyR0Q8RjA%3D%3D&position=13&pageNum=18&trk=public_jobs_jserp-result_search-card
5717,463,R8TRYS6XNdMOZ5udCsseDQ==,2021-10-06,TELUS International,Enterprise Resources Planning (Workday HR) Analyst - Remote,Canada,https://ca.linkedin.com/jobs/view/enterprise-resources-planning-workday-hr-analyst-remote-at-telus-international-2746271841?refId=5cE4p0ShYTphHE2pKNsCSQ%3D%3D&trackingId=R8TRYS6XNdMOZ5udCsseDQ%3D%3D&position=14&pageNum=18&trk=public_jobs_jserp-result_search-card
5718,464,7SGfPsAcCN/Yb+jBFjkrTA==,2021-10-15,FreshBooks,Website CRO Specialist (Remote),"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/website-cro-specialist-remote-at-freshbooks-2751935243?refId=5cE4p0ShYTphHE2pKNsCSQ%3D%3D&trackingId=7SGfPsAcCN%2FYb%2BjBFjkrTA%3D%3D&position=15&pageNum=18&trk=public_jobs_jserp-result_search-card
5719,465,5uf4zwYZwruhXfFQEcW4lg==,2021-10-20,IQVIA,"Principal Clinical Data Manager, Home/Office-Based - IQVIA Biotech","Hastings Highlands, Ontario, Canada",https://ca.linkedin.com/jobs/view/principal-clinical-data-manager-home-office-based-iqvia-biotech-at-iqvia-2757478971?refId=5cE4p0ShYTphHE2pKNsCSQ%3D%3D&trackingId=5uf4zwYZwruhXfFQEcW4lg%3D%3D&position=16&pageNum=18&trk=public_jobs_jserp-result_search-card
5722,468,aIgrmCmHZN4VdSjz4zQGRw==,2021-10-29,HubSpot,Sales Strategy Senior Analyst,Canada,https://ca.linkedin.com/jobs/view/sales-strategy-senior-analyst-at-hubspot-2748509850?refId=5cE4p0ShYTphHE2pKNsCSQ%3D%3D&trackingId=aIgrmCmHZN4VdSjz4zQGRw%3D%3D&position=19&pageNum=18&trk=public_jobs_jserp-result_search-card
5723,469,EmJ2cBPFDtMjk4WJ4HkLDQ==,2021-11-01,Hire Digital,Talent Program Manager,"Vancouver, British Columbia, Canada",https://ca.linkedin.com/jobs/view/talent-program-manager-at-hire-digital-2781371987?refId=5cE4p0ShYTphHE2pKNsCSQ%3D%3D&trackingId=EmJ2cBPFDtMjk4WJ4HkLDQ%3D%3D&position=20&pageNum=18&trk=public_jobs_jserp-result_search-card
5724,470,aPswOtxZoSSp8YwG3DLstw==,2021-10-14,Tiger Analytics,Manager/ Sr. Manager - CPG Consulting (DTC),"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/manager-sr-manager-cpg-consulting-dtc-at-tiger-analytics-2750187387?refId=5cE4p0ShYTphHE2pKNsCSQ%3D%3D&trackingId=aPswOtxZoSSp8YwG3DLstw%3D%3D&position=21&pageNum=18&trk=public_jobs_jserp-result_search-card
5728,474,M3P9kuYsGX1owqr+Q3k2IA==,2021-10-20,Pantheon Platform,Lead Product Analyst ( SQL expertise),"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/lead-product-analyst-sql-expertise-at-pantheon-platform-2756878819?refId=5cE4p0ShYTphHE2pKNsCSQ%3D%3D&trackingId=M3P9kuYsGX1owqr%2BQ3k2IA%3D%3D&position=25&pageNum=18&trk=public_jobs_jserp-result_search-card
5729,475,5vBIX2VLLQQJRzyLcf1f2g==,2021-10-27,DataRobot,Account Executive,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/account-executive-at-datarobot-2775748414?refId=WasNw%2Bsj2H8scqkjDV8nDA%3D%3D&trackingId=5vBIX2VLLQQJRzyLcf1f2g%3D%3D&position=1&pageNum=19&trk=public_jobs_jserp-result_search-card
5730,476,nnggApGblfaXBrQMvFOiFQ==,2021-10-20,Cardinal Path,Content Specialist,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/content-specialist-at-cardinal-path-2757400464?refId=WasNw%2Bsj2H8scqkjDV8nDA%3D%3D&trackingId=nnggApGblfaXBrQMvFOiFQ%3D%3D&position=2&pageNum=19&trk=public_jobs_jserp-result_search-card
5731,477,MbkT4v6zJCZQGc6XrDGigg==,2021-10-15,Foodie Digital,"Senior Analyst, Search Engine Accounts & Optimization","Vancouver, British Columbia, Canada",https://ca.linkedin.com/jobs/view/senior-analyst-search-engine-accounts-optimization-at-foodie-digital-2751190705?refId=WasNw%2Bsj2H8scqkjDV8nDA%3D%3D&trackingId=MbkT4v6zJCZQGc6XrDGigg%3D%3D&position=3&pageNum=19&trk=public_jobs_jserp-result_search-card
5732,478,itXDQCs60+WNzPndZd2Stw==,2021-10-23,"Stanley Black & Decker, Inc.","Sr Financial Analyst, Revenue Growth and Margin, North America","Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/sr-financial-analyst-revenue-growth-and-margin-north-america-at-stanley-black-decker-inc-2770880258?refId=WasNw%2Bsj2H8scqkjDV8nDA%3D%3D&trackingId=itXDQCs60%2BWNzPndZd2Stw%3D%3D&position=4&pageNum=19&trk=public_jobs_jserp-result_search-card
5733,479,+CF6nrjBEsjNqW0v6azeMg==,2021-10-08,SoleSavy,Customer Growth Manager,Canada,https://ca.linkedin.com/jobs/view/customer-growth-manager-at-solesavy-2741556490?refId=WasNw%2Bsj2H8scqkjDV8nDA%3D%3D&trackingId=%2BCF6nrjBEsjNqW0v6azeMg%3D%3D&position=5&pageNum=19&trk=public_jobs_jserp-result_search-card
5734,480,sOIv3Hzpdys4CsSQm0pPlQ==,2021-10-29,Unstoppable Domains,CRM Operations Specialist - Remote,Canada,https://ca.linkedin.com/jobs/view/crm-operations-specialist-remote-at-unstoppable-domains-2774222933?refId=WasNw%2Bsj2H8scqkjDV8nDA%3D%3D&trackingId=sOIv3Hzpdys4CsSQm0pPlQ%3D%3D&position=6&pageNum=19&trk=public_jobs_jserp-result_search-card
5736,482,h1q5u5+YEfxEwUmatWr9vg==,2021-10-16,Visier Inc.,"Business Operations, Program Manager (Remote)","Vancouver, British Columbia, Canada",https://ca.linkedin.com/jobs/view/business-operations-program-manager-remote-at-visier-inc-2751966991?refId=WasNw%2Bsj2H8scqkjDV8nDA%3D%3D&trackingId=h1q5u5%2BYEfxEwUmatWr9vg%3D%3D&position=8&pageNum=19&trk=public_jobs_jserp-result_search-card
5739,485,9mw5gF5zYkfFoSyB7i8vIQ==,2021-10-20,Affirm,"Analytics Lead, Pricing Automation","Oshawa, Ontario, Canada",https://ca.linkedin.com/jobs/view/analytics-lead-pricing-automation-at-affirm-2757482687?refId=WasNw%2Bsj2H8scqkjDV8nDA%3D%3D&trackingId=9mw5gF5zYkfFoSyB7i8vIQ%3D%3D&position=11&pageNum=19&trk=public_jobs_jserp-result_search-card
5740,486,pT7FG4VivQ1IYHibZFtIiQ==,2021-10-27,Groupe Marcelle,"Analyste, gestion de catégories / Analyst, Category Management","Montreal, Quebec, Canada",https://ca.linkedin.com/jobs/view/analyste-gestion-de-cat%C3%A9gories-analyst-category-management-at-groupe-marcelle-2768892396?refId=WasNw%2Bsj2H8scqkjDV8nDA%3D%3D&trackingId=pT7FG4VivQ1IYHibZFtIiQ%3D%3D&position=12&pageNum=19&trk=public_jobs_jserp-result_search-card
5741,487,Gqm65sJ59X4uF8+mkkK/oQ==,2021-10-26,Alcumus - North America,Marketing Associate (Co-op),Canada,https://ca.linkedin.com/jobs/view/marketing-associate-co-op-at-alcumus-north-america-2770209165?refId=WasNw%2Bsj2H8scqkjDV8nDA%3D%3D&trackingId=Gqm65sJ59X4uF8%2BmkkK%2FoQ%3D%3D&position=13&pageNum=19&trk=public_jobs_jserp-result_search-card
5742,488,bVOZAySo8RqmI4XbgyjN/Q==,2021-11-01,Medavie Blue Cross / Croix Bleue Medavie,"Director, Innovation and Design",Canada,https://ca.linkedin.com/jobs/view/director-innovation-and-design-at-medavie-blue-cross-croix-bleue-medavie-2781690846?refId=WasNw%2Bsj2H8scqkjDV8nDA%3D%3D&trackingId=bVOZAySo8RqmI4XbgyjN%2FQ%3D%3D&position=14&pageNum=19&trk=public_jobs_jserp-result_search-card
5743,489,gbL0BWxRqGas5dtRXKeuiA==,2021-10-14,GridCure,Jr. Sales Representative,Canada,https://ca.linkedin.com/jobs/view/jr-sales-representative-at-gridcure-2750178886?refId=WasNw%2Bsj2H8scqkjDV8nDA%3D%3D&trackingId=gbL0BWxRqGas5dtRXKeuiA%3D%3D&position=15&pageNum=19&trk=public_jobs_jserp-result_search-card
5744,490,KQJzQ18nhguRm5S5WSqTxQ==,2021-10-30,Syntax,Pricing Analyst,"Montreal, Quebec, Canada",https://ca.linkedin.com/jobs/view/pricing-analyst-at-syntax-2582108446?refId=WasNw%2Bsj2H8scqkjDV8nDA%3D%3D&trackingId=KQJzQ18nhguRm5S5WSqTxQ%3D%3D&position=16&pageNum=19&trk=public_jobs_jserp-result_search-card
5745,491,bTEpm5MUW0tACKG0ARNswA==,2021-10-21,Jewlr,Email Marketing Specialist,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/email-marketing-specialist-at-jewlr-2767263976?refId=WasNw%2Bsj2H8scqkjDV8nDA%3D%3D&trackingId=bTEpm5MUW0tACKG0ARNswA%3D%3D&position=17&pageNum=19&trk=public_jobs_jserp-result_search-card
5747,493,ODOYg28vzXeQm0psgrOQ5g==,2021-10-21,Canada HomeShare,Communications Assistant,Canada,https://ca.linkedin.com/jobs/view/communications-assistant-at-canada-homeshare-2654977994?refId=WasNw%2Bsj2H8scqkjDV8nDA%3D%3D&trackingId=ODOYg28vzXeQm0psgrOQ5g%3D%3D&position=19&pageNum=19&trk=public_jobs_jserp-result_search-card
5748,494,a2bo323ivjNUgosJ5MSwdw==,2021-10-27,Nityo Infotech,Power BI Architect,Canada,https://ca.linkedin.com/jobs/view/power-bi-architect-at-nityo-infotech-2776011599?refId=WasNw%2Bsj2H8scqkjDV8nDA%3D%3D&trackingId=a2bo323ivjNUgosJ5MSwdw%3D%3D&position=20&pageNum=19&trk=public_jobs_jserp-result_search-card
5749,495,pt4A5CmivE2Mo/DNMW9j7g==,2021-10-26,Cardinal Path,"Senior Consultant, Experience Optimization","Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/senior-consultant-experience-optimization-at-cardinal-path-2768461924?refId=WasNw%2Bsj2H8scqkjDV8nDA%3D%3D&trackingId=pt4A5CmivE2Mo%2FDNMW9j7g%3D%3D&position=21&pageNum=19&trk=public_jobs_jserp-result_search-card
5750,496,CfzdBXKfNj863cN5o5VNfw==,2021-10-26,Cardinal Path,"Staff Consultant, SEO","Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/staff-consultant-seo-at-cardinal-path-2768463911?refId=WasNw%2Bsj2H8scqkjDV8nDA%3D%3D&trackingId=CfzdBXKfNj863cN5o5VNfw%3D%3D&position=22&pageNum=19&trk=public_jobs_jserp-result_search-card
5752,498,AazfLC+keJZsMg9PyYvA8A==,2021-10-18,Vish,Marketing Coordinator,Canada,https://ca.linkedin.com/jobs/view/marketing-coordinator-at-vish-2754956931?refId=WasNw%2Bsj2H8scqkjDV8nDA%3D%3D&trackingId=AazfLC%2BkeJZsMg9PyYvA8A%3D%3D&position=24&pageNum=19&trk=public_jobs_jserp-result_search-card
5753,499,XQrYt28EnQ6xtXClFu2/Nw==,2021-10-15,OpenText,Lead Revenue Operations Analyst,Canada,https://ca.linkedin.com/jobs/view/lead-revenue-operations-analyst-at-opentext-2674740916?refId=WasNw%2Bsj2H8scqkjDV8nDA%3D%3D&trackingId=XQrYt28EnQ6xtXClFu2%2FNw%3D%3D&position=25&pageNum=19&trk=public_jobs_jserp-result_search-card
5755,501,BD1Cs1DoWPF5JDJEjx0Vvw==,2021-10-21,CLEARGOALS,Business Solutions Architect (Remote in Canada),Canada,https://ca.linkedin.com/jobs/view/business-solutions-architect-remote-in-canada-at-cleargoals-2757406496?refId=bH%2FXebWC6n7NPWVliJxgJw%3D%3D&trackingId=BD1Cs1DoWPF5JDJEjx0Vvw%3D%3D&position=2&pageNum=20&trk=public_jobs_jserp-result_search-card
5756,502,8Aphp0K4J7A3NGtfxh0l/A==,2021-11-01,Teach Away,SEO Manager,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/seo-manager-at-teach-away-2774518036?refId=bH%2FXebWC6n7NPWVliJxgJw%3D%3D&trackingId=8Aphp0K4J7A3NGtfxh0l%2FA%3D%3D&position=3&pageNum=20&trk=public_jobs_jserp-result_search-card
5762,508,knwH5APymh6NPktC5mQydw==,2021-10-21,Thentia Cloud,Application Support Developer,"Greater Toronto Area, Canada",https://ca.linkedin.com/jobs/view/application-support-developer-at-thentia-cloud-2768517525?refId=bH%2FXebWC6n7NPWVliJxgJw%3D%3D&trackingId=knwH5APymh6NPktC5mQydw%3D%3D&position=9&pageNum=20&trk=public_jobs_jserp-result_search-card
5763,509,KljjLcEn2nbi1gqoRW49XA==,2021-09-21,Fullscript,Lead Data Engineer (Canada Remote),"Ottawa, Ontario, Canada",https://ca.linkedin.com/jobs/view/lead-data-engineer-canada-remote-at-fullscript-2728843706?refId=bH%2FXebWC6n7NPWVliJxgJw%3D%3D&trackingId=KljjLcEn2nbi1gqoRW49XA%3D%3D&position=10&pageNum=20&trk=public_jobs_jserp-result_search-card
5764,510,77Er6sWjBzJMRAdl4AyWMQ==,2021-10-24,Plant&Co. Brands Ltd. (CSE:VEGN),E-Commerce Sales Specialist,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/e-commerce-sales-specialist-at-plant-co-brands-ltd-cse-vegn-2766078918?refId=bH%2FXebWC6n7NPWVliJxgJw%3D%3D&trackingId=77Er6sWjBzJMRAdl4AyWMQ%3D%3D&position=11&pageNum=20&trk=public_jobs_jserp-result_search-card
5765,511,Rn1zFf+e+m9otpo0m2VJJQ==,2021-10-06,SSENSE,"Product Manager, Data (Montreal, QC)","Montreal, Quebec, Canada",https://ca.linkedin.com/jobs/view/product-manager-data-montreal-qc-at-ssense-2746256309?refId=bH%2FXebWC6n7NPWVliJxgJw%3D%3D&trackingId=Rn1zFf%2Be%2Bm9otpo0m2VJJQ%3D%3D&position=12&pageNum=20&trk=public_jobs_jserp-result_search-card
5767,513,zwfY5TbBS1EgT3TwkhfEXw==,2021-10-03,Unbounce,Senior Marketing Analyst,"Vancouver, British Columbia, Canada",https://ca.linkedin.com/jobs/view/senior-marketing-analyst-at-unbounce-2776246601?refId=bH%2FXebWC6n7NPWVliJxgJw%3D%3D&trackingId=zwfY5TbBS1EgT3TwkhfEXw%3D%3D&position=14&pageNum=20&trk=public_jobs_jserp-result_search-card
5769,515,8kUxT7yxe1MabAfb1yn3CQ==,2021-10-26,Electronic Arts (EA),Senior Machine learning engineer.,Canada,https://ca.linkedin.com/jobs/view/senior-machine-learning-engineer-at-electronic-arts-ea-2768454384?refId=bH%2FXebWC6n7NPWVliJxgJw%3D%3D&trackingId=8kUxT7yxe1MabAfb1yn3CQ%3D%3D&position=16&pageNum=20&trk=public_jobs_jserp-result_search-card
5770,516,Q5T5TQCuSOm1KX5m1rF4MA==,2021-10-26,Riipen,"Manager, Strategy (remote)","Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/manager-strategy-remote-at-riipen-2774137592?refId=bH%2FXebWC6n7NPWVliJxgJw%3D%3D&trackingId=Q5T5TQCuSOm1KX5m1rF4MA%3D%3D&position=17&pageNum=20&trk=public_jobs_jserp-result_search-card
5771,517,qr9ZeyhNAOAYYETLwJvm3g==,2021-10-25,Apex Systems,Mobile QA Tester,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/mobile-qa-tester-at-apex-systems-2766758654?refId=bH%2FXebWC6n7NPWVliJxgJw%3D%3D&trackingId=qr9ZeyhNAOAYYETLwJvm3g%3D%3D&position=18&pageNum=20&trk=public_jobs_jserp-result_search-card
5772,518,vBSznCf8xe5rkbGDhqhr8A==,2021-10-12,UST,ETL Developer/ Data Engineer,Canada,https://ca.linkedin.com/jobs/view/etl-developer-data-engineer-at-ust-2717417370?refId=bH%2FXebWC6n7NPWVliJxgJw%3D%3D&trackingId=vBSznCf8xe5rkbGDhqhr8A%3D%3D&position=19&pageNum=20&trk=public_jobs_jserp-result_search-card
5773,519,+cmSwjgvdn7YRj9ScHIriQ==,2021-11-01,Q4,Implementation Manager,Canada,https://ca.linkedin.com/jobs/view/implementation-manager-at-q4-2779387325?refId=bH%2FXebWC6n7NPWVliJxgJw%3D%3D&trackingId=%2BcmSwjgvdn7YRj9ScHIriQ%3D%3D&position=20&pageNum=20&trk=public_jobs_jserp-result_search-card
5774,520,CefePKjoAsYvvb80JH27Ww==,2021-10-25,Shopify,"Senior Data Engineer (Remote, Canada)",Canada,https://ca.linkedin.com/jobs/view/senior-data-engineer-remote-canada-at-shopify-2766776419?refId=bH%2FXebWC6n7NPWVliJxgJw%3D%3D&trackingId=CefePKjoAsYvvb80JH27Ww%3D%3D&position=21&pageNum=20&trk=public_jobs_jserp-result_search-card
5775,521,SWtCHJjdd9ILbnixcCpuxg==,2021-10-23,Visier Inc.,Sales & Marketing Analyst (Remote),"Vancouver, British Columbia, Canada",https://ca.linkedin.com/jobs/view/sales-marketing-analyst-remote-at-visier-inc-2734899339?refId=bH%2FXebWC6n7NPWVliJxgJw%3D%3D&trackingId=SWtCHJjdd9ILbnixcCpuxg%3D%3D&position=22&pageNum=20&trk=public_jobs_jserp-result_search-card
5776,522,Cm5Cm30yJ7GOnn9fO2tjRA==,2021-10-05,Velocity,Technology Lead,Canada,https://ca.linkedin.com/jobs/view/technology-lead-at-velocity-2732644529?refId=bH%2FXebWC6n7NPWVliJxgJw%3D%3D&trackingId=Cm5Cm30yJ7GOnn9fO2tjRA%3D%3D&position=23&pageNum=20&trk=public_jobs_jserp-result_search-card
5777,523,a9my9VoUmAWD0DhcI3GdlQ==,2021-10-22,Oracle,Senior Data Analyst/BI Analytics Consultant – NetSuite Services,Canada,https://ca.linkedin.com/jobs/view/senior-data-analyst-bi-analytics-consultant-%E2%80%93-netsuite-services-at-oracle-2739953313?refId=bH%2FXebWC6n7NPWVliJxgJw%3D%3D&trackingId=a9my9VoUmAWD0DhcI3GdlQ%3D%3D&position=24&pageNum=20&trk=public_jobs_jserp-result_search-card
5780,526,ud4sO7iiCtDi8vTfRrMeNw==,2021-10-23,Cardinal Path,"Director, Implementation","Vancouver, British Columbia, Canada",https://ca.linkedin.com/jobs/view/director-implementation-at-cardinal-path-2764689578?refId=s0xFSIVDDR7ox39yVyw97Q%3D%3D&trackingId=ud4sO7iiCtDi8vTfRrMeNw%3D%3D&position=2&pageNum=21&trk=public_jobs_jserp-result_search-card
5782,528,pcUwfVI6ZqTyZHqf5hjBrA==,2021-10-13,Labelium,Product Catalogue Specialist,Greater Montreal Metropolitan Area,https://ca.linkedin.com/jobs/view/product-catalogue-specialist-at-labelium-2748673211?refId=s0xFSIVDDR7ox39yVyw97Q%3D%3D&trackingId=pcUwfVI6ZqTyZHqf5hjBrA%3D%3D&position=4&pageNum=21&trk=public_jobs_jserp-result_search-card
5783,529,+SFdV0oR3+xfk4nmK8AC5g==,2021-10-06,SSENSE,"Product Manager, Data (Dallas, TX)","Dallas, Manitoba, Canada",https://ca.linkedin.com/jobs/view/product-manager-data-dallas-tx-at-ssense-2746259160?refId=s0xFSIVDDR7ox39yVyw97Q%3D%3D&trackingId=%2BSFdV0oR3%2Bxfk4nmK8AC5g%3D%3D&position=5&pageNum=21&trk=public_jobs_jserp-result_search-card
5784,530,hRA+oSf9wGgIodMOouL2TQ==,2021-10-28,InFlight,Technical Product Manager -Data and Reporting,"Kitchener, Ontario, Canada",https://ca.linkedin.com/jobs/view/technical-product-manager-data-and-reporting-at-inflight-2776251201?refId=s0xFSIVDDR7ox39yVyw97Q%3D%3D&trackingId=hRA%2BoSf9wGgIodMOouL2TQ%3D%3D&position=6&pageNum=21&trk=public_jobs_jserp-result_search-card
5785,531,VaZ03rpgCacvPQ4hFcSfag==,2021-09-28,Rush Ventures,PPC Strategist (Remote),Canada,https://ca.linkedin.com/jobs/view/ppc-strategist-remote-at-rush-ventures-2730486609?refId=s0xFSIVDDR7ox39yVyw97Q%3D%3D&trackingId=VaZ03rpgCacvPQ4hFcSfag%3D%3D&position=7&pageNum=21&trk=public_jobs_jserp-result_search-card
5786,532,eVIEqeOuyVCmP5ohfM4Obg==,2021-11-01,Venor,Director of Product,Canada,https://ca.linkedin.com/jobs/view/director-of-product-at-venor-2778756925?refId=s0xFSIVDDR7ox39yVyw97Q%3D%3D&trackingId=eVIEqeOuyVCmP5ohfM4Obg%3D%3D&position=8&pageNum=21&trk=public_jobs_jserp-result_search-card
5787,533,iPXWhgCFVMJ8Bc5o9cXAGw==,2021-10-07,KAR Global,Program Coordinator I - Remote Eligible,"Greater Toronto Area, Canada",https://ca.linkedin.com/jobs/view/program-coordinator-i-remote-eligible-at-kar-global-2740939804?refId=s0xFSIVDDR7ox39yVyw97Q%3D%3D&trackingId=iPXWhgCFVMJ8Bc5o9cXAGw%3D%3D&position=9&pageNum=21&trk=public_jobs_jserp-result_search-card
5789,535,oShEH0aMTs8JY0Oq0hD7lA==,2021-10-07,Celayix,Digital Marketing Coordinator,"Vancouver, British Columbia, Canada",https://ca.linkedin.com/jobs/view/digital-marketing-coordinator-at-celayix-2748115741?refId=s0xFSIVDDR7ox39yVyw97Q%3D%3D&trackingId=oShEH0aMTs8JY0Oq0hD7lA%3D%3D&position=11&pageNum=21&trk=public_jobs_jserp-result_search-card
5791,537,3R7rfJ8/aDHtoN5ZaPJZXA==,2021-10-25,Curiocity Group,Associate Editor,"Vancouver, British Columbia, Canada",https://ca.linkedin.com/jobs/view/associate-editor-at-curiocity-group-2766768549?refId=s0xFSIVDDR7ox39yVyw97Q%3D%3D&trackingId=3R7rfJ8%2FaDHtoN5ZaPJZXA%3D%3D&position=13&pageNum=21&trk=public_jobs_jserp-result_search-card
5794,540,mf5LTyn+LfjeBa2zgQlbXQ==,2021-10-19,MSCI Inc.,Senior Corporate Governance Analyst,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/senior-corporate-governance-analyst-at-msci-inc-2760809024?refId=s0xFSIVDDR7ox39yVyw97Q%3D%3D&trackingId=mf5LTyn%2BLfjeBa2zgQlbXQ%3D%3D&position=16&pageNum=21&trk=public_jobs_jserp-result_search-card
5796,542,qKAKdrzekv+WH7GycRqNhg==,2021-10-26,Ada,Digital Marketing Coordinator (Remote),"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/digital-marketing-coordinator-remote-at-ada-2774694543?refId=s0xFSIVDDR7ox39yVyw97Q%3D%3D&trackingId=qKAKdrzekv%2BWH7GycRqNhg%3D%3D&position=18&pageNum=21&trk=public_jobs_jserp-result_search-card
5797,543,JK/74iBQ0hR0PDooxQyA4g==,2021-10-22,LTI - Larsen & Toubro Infotech,Information Technology Support Engineer,Canada,https://ca.linkedin.com/jobs/view/information-technology-support-engineer-at-lti-larsen-toubro-infotech-2765754042?refId=s0xFSIVDDR7ox39yVyw97Q%3D%3D&trackingId=JK%2F74iBQ0hR0PDooxQyA4g%3D%3D&position=19&pageNum=21&trk=public_jobs_jserp-result_search-card
5798,544,NcFjFsrk2GJy5dm2hFV2Tg==,2021-10-18,SSENSE,Senior Data Developer (Remote),"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/senior-data-developer-remote-at-ssense-2764457452?refId=s0xFSIVDDR7ox39yVyw97Q%3D%3D&trackingId=NcFjFsrk2GJy5dm2hFV2Tg%3D%3D&position=20&pageNum=21&trk=public_jobs_jserp-result_search-card
5802,548,HHvPVf1k93+KDSq185M1NA==,2021-10-29,Hudson's Bay,The Bay | Digital Optimization Manager,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/the-bay-digital-optimization-manager-at-hudson-s-bay-2778579888?refId=s0xFSIVDDR7ox39yVyw97Q%3D%3D&trackingId=HHvPVf1k93%2BKDSq185M1NA%3D%3D&position=24&pageNum=21&trk=public_jobs_jserp-result_search-card
5804,550,pLy6CcNLs0DoNMh/E/qFpg==,2021-10-23,Fortinet,Big Data Developer,"Burnaby, British Columbia, Canada",https://ca.linkedin.com/jobs/view/big-data-developer-at-fortinet-2764666521?refId=bZ7mktucesvY4IKeFK9Hpw%3D%3D&trackingId=pLy6CcNLs0DoNMh%2FE%2FqFpg%3D%3D&position=1&pageNum=22&trk=public_jobs_jserp-result_search-card
5806,552,MBmMoa7ydll11risWGELGg==,2021-10-13,Visage.Jobs,Senior Accounts Receivable Analyst,Canada,https://ca.linkedin.com/jobs/view/senior-accounts-receivable-analyst-at-visage-jobs-2755075710?refId=bZ7mktucesvY4IKeFK9Hpw%3D%3D&trackingId=MBmMoa7ydll11risWGELGg%3D%3D&position=3&pageNum=22&trk=public_jobs_jserp-result_search-card
5807,553,83WdepQP2zpnFfNu1UjVcQ==,2021-10-30,Found People Inc.,Vice President Of Products,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/vice-president-of-products-at-found-people-inc-2772192693?refId=bZ7mktucesvY4IKeFK9Hpw%3D%3D&trackingId=83WdepQP2zpnFfNu1UjVcQ%3D%3D&position=4&pageNum=22&trk=public_jobs_jserp-result_search-card
