,auto_id,Title,Company,Location,Link,Review,auto_id,auto_id.1
1353,243,Adobe Analytics Consultant,Bounteous,Canada,https://ca.indeed.com/rc/clk?jk=e60de023a972a283&fccid=c26a54d1f7f144b5&vjs=3,None,,
1354,244,"
Financial Controller",Survitec Group Limited,"Delta, BC•Remote",https://ca.indeed.com/rc/clk?jk=37d7ce2f00dd5bf1&fccid=1d334fb813726d91&vjs=3,None,,
1355,245,"Analyst, Corporate Strategy",EY,"Toronto, ON+1 location",https://ca.indeed.com/rc/clk?jk=989045eed2298d51&fccid=1544766d4c2915b0&vjs=3,4,,
1356,246,Behavioral Scientist,thinkCOMPASS,"Concord, ON",https://ca.indeed.com/rc/clk?jk=5d1dec9b57fbdae2&fccid=40459fc8ef72ae0e&vjs=3,None,,
1357,247,"Human Resources Associate, Full-Time Temporary (until approx...",Markham Stouffville Hospital,"Markham, ON",https://ca.indeed.com/rc/clk?jk=aa7bca1a125e2205&fccid=1f0a472c791ac7b1&vjs=3,3.8,,
1359,249,"
Operations Support Analyst - Crude Oil",Shell,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=a71e8bfe43c5a5a3&fccid=167aa4ca2fe7d8e6&vjs=3,3.9,,
1360,250,"Senior Business Analyst, FIU Strategy & Analytics",Tangerine Bank,"North York, ON",https://ca.indeed.com/rc/clk?jk=1851eee4f2d8656b&fccid=6e94a7799cf3a837&vjs=3,3.6,,
1361,251,"Analyst, Winter 2022 (Co-op./Internship) - Winter 2022",BMO Financial Group,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=147af8136c7c268a&fccid=3a429036b3725efa&vjs=3,3.8,,
1362,252,"
Website Designer",Vendasta,"Saskatoon, SK",https://ca.indeed.com/rc/clk?jk=a8922f1808941a90&fccid=4e24a2e9f21dbe9e&vjs=3,3.3,,
1363,253,"
Senior Risk Analyst, Reporting & Analytics, Capital Market R...",CIBC,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=061c9f74c3ce06ec&fccid=f99648405c7e9e3a&vjs=3,3.8,,
1364,254,"ON - 2022 Finance Internship Program, Data and Analytics",Bell Canada,"Mississauga, ON+2 locations",https://ca.indeed.com/rc/clk?jk=2dee2be870d4ccdf&fccid=b726a5ebc0841dee&vjs=3,3.8,,
1365,255,Shopping Writer,Employment Opportunities at BuzzFeed,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=e544379bbf9421a8&fccid=b102625070cdb638&vjs=3,None,,
1366,256,"
Specialist Planning & Analytics",BHP,"Saskatoon, SK",https://ca.indeed.com/rc/clk?jk=c759b4c4509adf64&fccid=d12adad945f8d28d&vjs=3,4.1,,
1367,257,Business Analyst,Raymond James,"Burnaby, BC",https://ca.indeed.com/rc/clk?jk=7b253c86788d6a25&fccid=a29e9c4c46532426&vjs=3,3.8,,
1368,258,BUSINESS ANALYST SSHA,City of Toronto,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=4e5599f66a729600&fccid=f2087b51205d4920&vjs=3,4.2,,
1369,259,Estimator,Graham,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=32dba4c9771ca823&fccid=0e8769b40c0c1201&vjs=3,3.9,,
1370,260,Business Analyst,CakeAI,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=884b08cf56b36dd8&fccid=6ecdfff5c52c8dc6&vjs=3,None,,
1372,262,"
Security Consultant",TELUS,"Toronto, ON+1 location",https://ca.indeed.com/rc/clk?jk=ecdd4a13353d58e4&fccid=ed81336789a877c2&vjs=3,3.9,,
1373,263,Sales Analyst,PepsiCo,"Mississauga, ON",https://ca.indeed.com/rc/clk?jk=690a58150b7d417b&fccid=2973259ddc967948&vjs=3,3.8,,
1374,264,"Director, Financial Planning & Analysis",Metrolinx,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=c5f5ea11e25ea0ed&fccid=d414f1d26cf29ec6&vjs=3,4,,
1375,265,Data Analytics Student (January 2022),Suncor Energy Services,Alberta,https://ca.indeed.com/rc/clk?jk=4a2d325a107ee529&fccid=e16ce774384b4169&vjs=3,4,,
1376,266,"Senior Technical Coordinator & Special Projects, Data Analyt...",PHSA,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=44004a2676ad5c79&fccid=f66f721a44de3765&vjs=3,3.2,,
1377,267,CONTENT ADVISOR,"Ministry of Labour, Training and Skills...","Toronto, ON",https://ca.indeed.com/rc/clk?jk=c8b29fccc7804838&fccid=50fff88545069ba4&vjs=3,None,,
1378,268,"
SENIOR INVESTMENT ANALYST",City of Toronto,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=ab32a6e436fb97a3&fccid=f2087b51205d4920&vjs=3,4.2,,
1379,269,"
Analyst, Artificial Intelligence",Air Canada,"Dorval, QC",https://ca.indeed.com/rc/clk?jk=08a14cc7a2e7dc34&fccid=fb805c6a170f5f18&vjs=3,3.8,,
1380,270,"
Data & Analytics Research, Analyst/Senior Analyst",Info-Tech Research Group International,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=a317ceabc11b8b30&fccid=08a9bc010dc24e80&vjs=3,3.8,,
1381,271,"
Artificial Intelligence and Data Analytics post graduate ins...",Saskatchewan Polytechnic,"Saskatoon, SK",https://ca.indeed.com/rc/clk?jk=c73641739963c67a&fccid=61f02e4162991248&vjs=3,3.4,,
1382,272,"Associate Consultant Intern (Summer Intern, 2022)",MasterCard,"Toronto, ON•Temporarily Remote",https://ca.indeed.com/rc/clk?jk=d53edd13a52cf7b5&fccid=10b5c722d846df43&vjs=3,4.1,,
1385,275,Customer Service Representative,Sutherland,"Windsor, ON•Remote",https://ca.indeed.com/rc/clk?jk=8c9f90de8e35f176&fccid=68d50bffa07f3fd5&vjs=3,3.6,,
1386,276,"Executive Director, GTA Ontario North Operations",Cineplex,"Toronto, ON+2 locations",https://ca.indeed.com/rc/clk?jk=807ebd99ca06845e&fccid=01a5b39f260f43cd&vjs=3,3.7,,
1387,277,"Senior Director, Analytics and Insights",Bank of Canada,"Ottawa, ON",https://ca.indeed.com/rc/clk?jk=b3663be6f5356457&fccid=f183060fc5182bfe&vjs=3,4,,
1388,278,Account Executive,Estated,Remote,https://ca.indeed.com/rc/clk?jk=6cd156e19c98ed63&fccid=027b5da9b07c8f84&vjs=3,None,,
1390,280,Procurement and Contract Advisor,Strathcona County,"Sherwood Park, AB",https://ca.indeed.com/rc/clk?jk=c8e7ccd8b37bcd25&fccid=67cc90b006a49c5d&vjs=3,3.9,,
1391,281,"
Regional Controller- Americas Operations",Appnovation Technologies,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=857799c5a4099278&fccid=44fd14c53aec5d7e&vjs=3,4,,
1392,282,"PCAS21-042 - Analyst, Data Intelligence (2 Year Contract)",Peel Children’s Aid Society,"Mississauga, ON",https://ca.indeed.com/rc/clk?jk=8d62720336ae756a&fccid=017205571009e7c6&vjs=3,4.1,,
1393,283,"Analyst, eCommerce Operations Analytics",Aldo Groupe,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=adced6905a007028&fccid=0fc2bf5898bde347&vjs=3,3.6,,
1394,284,Financial Analyst - Performance Analytics,Ontario Teachers' Pension Plan,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=f9815b263dd23d75&fccid=17bf781939cc1c3e&vjs=3,4.1,,
1396,286,Analytics & HR Systems Coordinator,Aecon Group,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=ede9e2d348f929cf&fccid=142c552fa53fee9b&vjs=3,4,,
1397,287,"
Human Resources Assistant",University of Victoria,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=8ad36647e6bbe1fa&fccid=95737967a35b2629&vjs=3,4.2,,
1399,289,"
Forecasting Analyst",Canadian Tire,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=407394a38129e2ce&fccid=2e16043297423070&vjs=3,3.6,,
1400,290,Business Intelligence Analyst,Pacific Smoke,"Markham, ON",https://ca.indeed.com/company/Pacific-Smoke/jobs/Business-Intelligence-Analyst-6935194ef39366f6?fccid=62b8ad658dad7f7d&vjs=3,None,,
1401,291,"
Data Analyst (HR367)",carya,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=92e766f21ea37994&fccid=cb73d94f58c8cb5a&vjs=3,4.5,,
1402,292,"
Senior Writer (Remote, Americas)",Shopify,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=d24f1d91b8455257&fccid=d5a5824be27ba831&vjs=3,3.9,,
1403,293,"
Financial Modelling Senior Associate (Deals Insights & Analy...",PwC,"London, ON",https://ca.indeed.com/rc/clk?jk=f1e6bd6e0cf9ed2e&fccid=5e964c4afc56b180&vjs=3,4,,
1404,294,Research Assistant,S&P Global,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=c5523c343391d34e&fccid=b716e44d2c6283e7&vjs=3,3.9,,
1406,296,People & Culture Specialist,Relogix,"Ottawa, ON•Remote",https://ca.indeed.com/company/Relogix/jobs/People-Culture-Specialist-8ed1d68cc1d0ff32?fccid=20c3bc2bb3066b33&vjs=3,2.3,,
1408,298,"The Bay | Senior Analyst, Customer Analytics",Hudson's Bay,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=976a69ff739a6498&fccid=113aaa3832064b31&vjs=3,3.5,,
1409,299,"Senior Analyst, Campaign Analytics & Execution",BMO Financial Group,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=94efe82b0587230d&fccid=3a429036b3725efa&vjs=3,3.8,,
1411,301,"
Human Resource Coordinator",Saskatchewan Polytechnic,Saskatchewan,https://ca.indeed.com/rc/clk?jk=d37ce0598cd3b8f0&fccid=61f02e4162991248&vjs=3,3.4,,
1412,302,Digital Marketing Intern,SourceKnowledge,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=280c0dc64ba3a5ff&fccid=33a0ddeb14ef323d&vjs=3,None,,
1414,304,Buyer,Geotab,"Oakville, ON•Remote",https://ca.indeed.com/rc/clk?jk=4adcbbc38fe17c97&fccid=31921a4bf53a6026&vjs=3,3.1,,
1415,305,Senior Data Analytics & BI Analyst,Vermilion Energy,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=72b88072a3e987ab&fccid=c2e9ad99139ee3ea&vjs=3,3.5,,
1416,306,SAP Analytics Consultant,Accenture,"Toronto, ON+1 location",https://ca.indeed.com/rc/clk?jk=6c69dbb1c5779ec0&fccid=a4e4e2eaf26690c9&vjs=3,4,,
1417,307,"Deskside Support, Associate",PwC,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=9f5e6f2ea3773293&fccid=5e964c4afc56b180&vjs=3,4,,
1418,308,"Business Analyst, Data Analytics & Integrations",Brookfield Renewable,"Gatineau, QC",https://ca.indeed.com/rc/clk?jk=d41d71d17087a459&fccid=2d075ab3d06ca51d&vjs=3,3.9,,
1419,309,"
Data Analyst L1",Libro Credit Union,"Essex, ON",https://ca.indeed.com/rc/clk?jk=1a9b9b13b4a6edcc&fccid=8ff3101a1c0072d6&vjs=3,4.1,,
1420,310,"
Business Analyst - 1 Year Contract",Meridian Credit Union,"Etobicoke, ON",https://ca.indeed.com/rc/clk?jk=bfdcce09369aae61&fccid=eeee34a00b78d3ff&vjs=3,3.8,,
1421,311,Business Analyst,International Civil Aviation Organization - ICAO,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=750b5aec36df9bde&fccid=455ab051a54c6784&vjs=3,4.5,,
1422,312,"
Manager, Enterprise Systems & Analytics",City of Leduc,"Leduc, AB",https://ca.indeed.com/company/City-of-Leduc/jobs/Manager-1f19d0248b29da84?fccid=c01a9f2acbe3366e&vjs=3,None,,
1423,313,Business Intelligence Analyst (FT),Waypoint Centre for Mental Health Care,"Penetanguishene, ON",https://ca.indeed.com/rc/clk?jk=1a2e1f605f9f3486&fccid=4fc65c933c8325c9&vjs=3,3,,
1424,314,"Senior Institutional Analyst, Rankings, Analytics and Perfor...",York University,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=dcdfe4eca5239a61&fccid=78311129365d34c7&vjs=3,4.2,,
1425,315,Senior Associate - Deals Financial Decisions - Data & Analyt...,PwC,"London, ON",https://ca.indeed.com/rc/clk?jk=e82453288e7c5888&fccid=5e964c4afc56b180&vjs=3,4,,
1426,316,Data Analytics Manager,Citi,"Mississauga, ON",https://ca.indeed.com/rc/clk?jk=fef0c8b4931bc585&fccid=5bcd1ef0a7f4fb99&vjs=3,3.9,,
1427,317, Grad Manufacturing Team Supervisor,PepsiCo,"Cambridge, ON",https://ca.indeed.com/rc/clk?jk=ab0e192a4846ef51&fccid=2973259ddc967948&vjs=3,3.8,,
1429,319,"
Business Analyst, Merch Analytics & Planning",Canadian Tire,Canada,https://ca.indeed.com/rc/clk?jk=b96598ca20d246fa&fccid=2e16043297423070&vjs=3,3.6,,
1430,320,"Customer Success Manager, Embedded Analytics",Visier Inc.,"Toronto, ON",https://ca.indeed.com/company/Visier-Inc./jobs/Customer-Success-Manager-d75820149ad5b7a9?fccid=7bcc6e90bcef893c&vjs=3,3.7,,
1432,322,"
Analyst, Customer Retention",NRG,"Calgary, AB•Remote",https://ca.indeed.com/rc/clk?jk=432a6319263d2918&fccid=ba62ec521e3e5609&vjs=3,3.8,,
1433,323,Strategy MBA Intern (Monetization Office) - Summer 2022,TikTok,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=1dd3ef97ec5fa515&fccid=caed318a9335aac0&vjs=3,None,,
1434,324,"
BUSINESS ANALYST CORPORATE FINANCE",City of Toronto,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=8fb3c171aebd74e5&fccid=f2087b51205d4920&vjs=3,4.2,,
1435,325,"Manager (Data Analytics), Business Traveller Services",PwC,"London, ON",https://ca.indeed.com/rc/clk?jk=ef6e8962c80a8aa5&fccid=5e964c4afc56b180&vjs=3,4,,
1436,326,"Manager, Provisions Reporting Analytics & Controls",Scotiabank,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=5f520f70d7e5f744&fccid=3002307a9e5b4706&vjs=3,3.9,,
1437,327,Data Analyst,Validere Technologies,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=d35b629c17deb1e4&fccid=e967e2adf60716db&vjs=3,None,,
1438,328,Summer Business Intern,Trend Micro,"Ottawa, ON",https://ca.indeed.com/rc/clk?jk=ce8316c6b6b79830&fccid=db9e6b2d86b4afad&vjs=3,4,,
1439,329,IT Service Technician Intern,Geotab,"Oakville, ON",https://ca.indeed.com/rc/clk?jk=db3658006803c637&fccid=31921a4bf53a6026&vjs=3,3.1,,
1440,330,Research Analyst,CBRE,"Kitchener, ON",https://ca.indeed.com/rc/clk?jk=be81c3a3600b7552&fccid=c9b9e477b3c84b4d&vjs=3,3.7,,
1441,331,"
Analyst - Business",Wesco International,"Colborne, ON",https://ca.indeed.com/rc/clk?jk=eb5858a8588ce062&fccid=80fa24e3e94a3473&vjs=3,3.3,,
1442,332,"
Business Analyst",JDI IT,"Saint John, NB+1 location",https://ca.indeed.com/rc/clk?jk=18a864d685f74282&fccid=b680520115bfd867&vjs=3,2.7,,
1443,333,"
FINANCIAL ANALYST",Collins Aerospace,"Ottawa, ON",https://ca.indeed.com/rc/clk?jk=f317da553f86c3ab&fccid=3d30677097704d8f&vjs=3,3.7,,
1445,335,"
Client Support Technical Analyst (Virtual Events)",Q4,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=3cb763b9131115cc&fccid=0922b294f71581a6&vjs=3,3.5,,
1446,336,"
Senior Analyst - Advanced Analytics",TC Energy,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=2a4ffbd7a60aec9a&fccid=081fde6f9300ea51&vjs=3,4,,
1447,337,"
Customer Support Specialist",Motorola Solutions,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=253cefaf176f9cd9&fccid=22ec6ef3cc441ac2&vjs=3,4.1,,
1449,339,"
Manager, Analytics & Insights",TD Bank,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=831feb5c9026c37a&fccid=d7114f1cac8d0711&vjs=3,3.8,,
1450,340,Business Information Technology Winter Co-op,Johnson & Johnson Family of Companies,"Markham, ON",https://ca.indeed.com/rc/clk?jk=76adf1a31ad0aa51&fccid=0bed8e17bc113980&vjs=3,4.2,,
1451,341,"
Customer Support Specialist I @ Consensus",Cloud Services,"Ottawa, ON•Temporarily Remote",https://ca.indeed.com/rc/clk?jk=c11c4c401bc64ce7&fccid=864af6f3160b8159&vjs=3,None,,
1453,343,"
Data and Analytics Analyst",Capital (Regional District),"Victoria, BC",https://ca.indeed.com/rc/clk?jk=dc5bff321e871647&fccid=5b336b970e9690e0&vjs=3,3.4,,
1454,344,"
Director, Premium Sales",MLSE,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=101f186ae2244584&fccid=608c8688fdbf21ee&vjs=3,4.2,,
1455,345,"
Marketing & Content Jr. Analyst",Stingray,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=788dcedcca66e333&fccid=e245d08cd5fe18e0&vjs=3,3.8,,
1457,347,"Analyst, Portfolio Management",RBC,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=330a50f1eed61a5a&fccid=537b899e30af3338&vjs=3,4,,
1458,348,"
Analyst (Finance and HR)",University of Saskatchewan,"Saskatoon, SK•Temporarily Remote",https://ca.indeed.com/rc/clk?jk=e24d7318c408eda8&fccid=318d62c673342e64&vjs=3,4.2,,
1459,349,"Senior Analyst, Marketing Analytics",TD Bank,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=86d9294db9e902ff&fccid=d7114f1cac8d0711&vjs=3,3.8,,
1460,350,Business Development Coordinator,Geotab,"Oakville, ON•Remote",https://ca.indeed.com/rc/clk?jk=f9000f8d98142fd0&fccid=31921a4bf53a6026&vjs=3,3.1,,
1461,351,Mechanical Engineering Intern,Geotab,"Oakville, ON•Remote",https://ca.indeed.com/rc/clk?jk=b72566545652adca&fccid=31921a4bf53a6026&vjs=3,3.1,,
1462,352,"
Analyst (RE-04) / Principal Analyst (RE-05), Small and Mediu...",Office of the Superintendent of Financial...,"Toronto, ON•Temporarily Remote",https://ca.indeed.com/rc/clk?jk=199109a545eabfb9&fccid=8aa619a8c406ac17&vjs=3,4.7,,
1463,353,"Senior Analyst, Risk Analytics & Reporting",BMO Financial Group,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=9e259acce31b1e44&fccid=3a429036b3725efa&vjs=3,3.8,,
1464,354,Help Desk Lead,Mother Parkers Tea & Coffee,"Mississauga, ON•Remote",https://ca.indeed.com/rc/clk?jk=8bf6502f50acfcae&fccid=2eca05d788870c2f&vjs=3,3.3,,
1465,355,"
Health Information Analyst",Covenant Health Alberta,"Edmonton, AB",https://ca.indeed.com/rc/clk?jk=e6c92999874c09f6&fccid=13c0392669b60148&vjs=3,3.2,,
1466,356,"
Dev/Ops Specialist",Island Health,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=4c209f454703e61d&fccid=139e079044c36dab&vjs=3,3.5,,
1467,357,Sr. HR Assistant 2022 (Entry Level) Canada West,"AMZN CAN Fulfillment Svcs, ULC","Nisku, AB",https://ca.indeed.com/rc/clk?jk=057f655459457a59&fccid=fe2d21eef233e94a&vjs=3,3.5,,
1468,358,Data Analyst,Redhead Equipment,"Regina, SK",https://ca.indeed.com/company/Redhead-Equipment/jobs/Data-Analyst-8852fbd9822bb9f2?fccid=0ccc9bc1ff5b3ebe&vjs=3,3.6,,
1469,359,"Director, Business Operations & Strategy",ServiceNow,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=ce45533ee88ff1d6&fccid=7442885bc0fa7c14&vjs=3,3.6,,
1471,361,"
Jr. E-Commerce Specialist",GUESS?. INC.,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=e0944246bbe51679&fccid=b57bd459ac8f7e3f&vjs=3,3.7,,
1472,362,Business Analyst,Datavail,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=46f7d988db0c37b3&fccid=ba2f8c01425446f3&vjs=3,None,,
1474,364,Mobile Developer Intern,Geotab,"Waterloo, ON•Remote",https://ca.indeed.com/rc/clk?jk=73e85d2b87fc8092&fccid=31921a4bf53a6026&vjs=3,3.1,,
1475,365,"
Specialist, Data and Insights",Loblaw Companies Limited,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=4ed878e44abe7af3&fccid=bc30630cfcc120d4&vjs=3,3.5,,
1476,366,"
Assistant Marketing Manager",Amex,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=e24add310b3e6bb7&fccid=f057e04c37cca134&vjs=3,4.1,,
1477,367,"
Customer Success Manager",Descartes,Temporarily Remote,https://ca.indeed.com/rc/clk?jk=549d3379e30ecba1&fccid=bc90041946a5fcc9&vjs=3,3.2,,
1478,368,Help Desk Technician,Zycom Technology Inc.,Ontario•Remote,https://ca.indeed.com/rc/clk?jk=b8069bbcb1b8e55a&fccid=1039cb4b5ea0634c&vjs=3,4.4,,
1480,370,Mechanical Designer,Motorola Solutions,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=83cbd4af5edd476d&fccid=22ec6ef3cc441ac2&vjs=3,4.1,,
1481,371,Supply Chain Analyst,Cascades,"Candiac, QC•Remote",https://ca.indeed.com/rc/clk?jk=fd379b3bd5cad960&fccid=126b76785da86c7a&vjs=3,3.1,,
1482,372,"Data Analyst, Equity, Diversity and Inclusion",Waterloo Regional Police Service,"Cambridge, ON",https://ca.indeed.com/rc/clk?jk=b55247186c89e8af&fccid=b30967e1df8e7861&vjs=3,2.8,,
1483,373,"
Laboratory Analyst","Total Safety U.S., Inc.","Burnaby, BC",https://ca.indeed.com/rc/clk?jk=e96889aee4562694&fccid=3f6f3aafb8fa7230&vjs=3,3.4,,
1484,374,Customer Success Associate,Vidyard,+1 locationRemote,https://ca.indeed.com/rc/clk?jk=f2804a327d6b5a4a&fccid=481922bac21917d5&vjs=3,3.1,,
1485,375,"
Cybersecurity Operations Intern",Geotab,"Oakville, ON•Remote",https://ca.indeed.com/rc/clk?jk=3cc7d16af733d56e&fccid=31921a4bf53a6026&vjs=3,3.1,,
1486,376,"
Manager, FP&A and Reporting",Metrolinx,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=127215976944c0b0&fccid=d414f1d26cf29ec6&vjs=3,4,,
1487,377,Junior Business Analyst – CPM/BI,Corporate Renaissance Group,"Ottawa, ON",https://ca.indeed.com/company/Corporate-Renaissance-Group/jobs/Junior-Business-Analyst-Cpm-Bi-fbd22efa6146c5ba?fccid=3274dd475cc25bf4&vjs=3,None,,
1488,378,"
Quality Data Analyst",Vancouver Shipyards,"North Vancouver, BC",https://ca.indeed.com/rc/clk?jk=489bd598af2cfedd&fccid=39e239a7200df342&vjs=3,3.5,,
1489,379,"
Intermediate Designer",Edelman,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=8e0f2bc22654d9f3&fccid=cfe599b17b8a4fa0&vjs=3,3.7,,
1490,380,"
Product Manager, Self-Service Support",Disney Media & Entertainment Distribution,"Kelowna, BC",https://ca.indeed.com/rc/clk?jk=8d231c4e617109dc&fccid=c3092a91bcb42ca9&vjs=3,None,,
1491,381,Business Innovation Senior Analyst – Advanced Analytics,PepsiCo,"Mississauga, ON",https://ca.indeed.com/rc/clk?jk=489d7a686dc83691&fccid=2973259ddc967948&vjs=3,3.8,,
1492,382,"
Social Media Manager - Sports Content (Remote)",Betstamp,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=c6993d64553e5c08&fccid=a3620b4dc8f71028&vjs=3,None,,
1493,383,"Data Scientist, NA Integrated Analytics (2022  Grad – Tor...",Munich RE,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=469a6aec912dc201&fccid=d4448c192a012f32&vjs=3,4,,
1494,384,QA Tester,CGI,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=3015811c23ca30e7&fccid=43a69183767d4301&vjs=3,3.6,,
1495,385,Junior Product Owner (My TELUS Billing) | TELUS Digital,TELUS,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=7d0ee4a0f0a7a3b3&fccid=ed81336789a877c2&vjs=3,3.9,,
1496,386,"
SAP Analytics Functional Consultant - Senior Associate",PwC,"London, ON",https://ca.indeed.com/rc/clk?jk=e8f382c2dd838793&fccid=5e964c4afc56b180&vjs=3,4,,
1497,387,Account Executive,Klue,"Toronto, ON+1 location•Remote",https://ca.indeed.com/rc/clk?jk=9c833b955df48598&fccid=97d82e5ee0248fef&vjs=3,5,,
1499,389,"
IT Director, Virtual Health Technologies",Alberta Health Services,"Calgary, AB•Remote",https://ca.indeed.com/rc/clk?jk=d40216d85a66c133&fccid=89918cc9490b4093&vjs=3,3.9,,
1500,390,"
Pricing Analyst",Moneris Solutions Corporation,"Etobicoke, ON+1 location",https://ca.indeed.com/rc/clk?jk=2f874422b23643c4&fccid=3308ce641126a211&vjs=3,3.4,,
1501,391,Analytics Analyst - Intermediate,CGI Inc,"Regina, SK+1 location",https://ca.indeed.com/rc/clk?jk=72036c176ad00dae&fccid=43a69183767d4301&vjs=3,3.6,,
1502,392,Data Analyst,Capgemini,"Brampton, ON",https://ca.indeed.com/rc/clk?jk=1c4ac4305f50c0d0&fccid=105ecfd0283f415f&vjs=3,3.8,,
1504,394,"Specialist, Customer Solutions",Coca-Cola Canada Bottling Limited,"Brampton, ON•Remote",https://ca.indeed.com/rc/clk?jk=0c976d544c1dd8e6&fccid=d836e94cec8a7fbd&vjs=3,3.5,,
1505,395,"
Manager, Category Development",Kellogg Company,"Mississauga, ON",https://ca.indeed.com/rc/clk?jk=3d7f27444522596e&fccid=431c8986bde76285&vjs=3,3.6,,
1506,396,Hardware Developer Intern,Geotab,"Oakville, ON•Remote",https://ca.indeed.com/rc/clk?jk=922fa3f0f069a2ba&fccid=31921a4bf53a6026&vjs=3,3.1,,
1507,397,Data Developer Intern - 21458,Enverus,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=7f59683b77895108&fccid=ae6e7e80af0b5a8f&vjs=3,None,,
1508,398,"
Developer SAS data engineering",National Bank of Canada,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=57392672c37979d4&fccid=bb42ba28e525eb20&vjs=3,3.9,,
1509,399,Sustainability Advisor,Institutional Shareholder Services,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=9abdcb43b31b00c9&fccid=c15e58c229888ed7&vjs=3,3.3,,
1510,400,Assembler,FLIR Systems,"Richmond, BC",https://ca.indeed.com/rc/clk?jk=db7a7c6aa7c49c28&fccid=dd6489f75dfba4e5&vjs=3,3.8,,
1511,401,Data Science Intern,"Analysis Group, Inc.","Montréal, QC",https://ca.indeed.com/rc/clk?jk=325ed18b85962807&fccid=0fc0821efa996180&vjs=3,None,,
1513,403,Quality Assurance Specialist,ABB,"Quebec City, QC",https://ca.indeed.com/rc/clk?jk=2d8171ad3ce52023&fccid=38b4474838e7b7a1&vjs=3,3.9,,
1514,404,"
Financial Research Analyst",The Workers' Compensation Board,"Edmonton, AB",https://ca.indeed.com/rc/clk?jk=6308325f41cf964a&fccid=437a257fda846c03&vjs=3,None,,
1515,405,"
SENIOR ANALYST, RISK DATA ANALYTICS",Business Development Bank of Canada,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=997953864e670a7f&fccid=136e9b110591a1e1&vjs=3,3.8,,
1516,406,Digital Communications Officer,Natural Resources Canada,"Ottawa, ON•Remote",https://ca.indeed.com/rc/clk?jk=96e593d80182417d&fccid=70ae16371d561945&vjs=3,4.1,,
1517,407,Inventory Control Coordinator,York Region,"Newmarket, ON",https://ca.indeed.com/rc/clk?jk=91813a04cb35f4fd&fccid=f3c54a468b13c9c9&vjs=3,4.2,,
1518,408,"
Google Analytics 4 Consultant",Bounteous,Canada,https://ca.indeed.com/rc/clk?jk=70452a702b99b714&fccid=c26a54d1f7f144b5&vjs=3,None,,
